Name,Province,Country,Continent,Population rank (core city),Population rank (Primary Statistical Area),Distance to closest larger Chinese Metropolitan Area (KM),Power,Population,Population MetroPower,Rolling population total,Rolling % of Population Total,GDP per capita of Province,Distance from a foreign country (KM),Score,"If part of a larger city's transportation, city name",Closest City Name,Closest City Rank,Largest in Province?,Latitude,Longitude
Nizhny Novgorod,Nizhny Novgorod,Russia,Europe,,,,,1250619,,1095995096,26.32%,,,,,,,,56.33,44
Zhangjiagang,Jiangsu,China,Asia,,,,,1248414,,1007431615,24.19%,,,,,,,,31.9,120.55
Asansol,West Bengal,India,Asia,,,,,1243414,,1098494129,26.38%,,,,,,,,23.68,86.99
Can tho,,Vietnam,Asia,,,,,1238300,,1099737543,26.41%,,,,,,,,10,105.8
Yixing,Jiangsu,China,Asia,,,,,1235476,,1013595962,24.34%,,,,,,,,31.3333333,119.8
Fuqing,Fujian,China,Asia,,,,,1234838,,,,,,,,,,,25.4,119.4
Zhaoqing,Guangdong,China,Asia,,,,,1232701,,,,,,,,,,,23,112.5
Copenhagen,,Denmark,Europe,,,,,1231000,,1104678858,26.53%,,,,,,,,55.75,12.45
Xinyang,Henan,China,Asia,,,,,1229959,,1021178703,24.52%,,,,,,,,32.1,114.1
Liaocheng,Shandong,China,Asia,,,,,1229800,,1024180428,24.59%,,,,,,,,36.45,116
Basra,Basra,Iraq,Asia,,,,,1225793,,1108369617,26.62%,,,,,,,,30.5,47.8
Mandalay,Mandalay Region,Burma,Asia,,,,,1225546,,1109595410,26.65%,,,,,,,,21.95,96.1
Vasai-Virar,Maharashtra,India,Asia,,,,,1222390,,1110820956,26.68%,,,,,,,,19.47,72.8
Maoming,Guangdong,China,Asia,,,,,1217715,,,,,,,,,,,21.66666,110.9
Allahabad,Uttar Pradesh,India,Asia,,,,,1212395,,1113261061,26.73%,,,,,,,,25.45,81.85
Baghdad,Baghdad,Iraq,Asia,,,,,1211934,,1114473456,26.76%,,,,,,,,33.33333,44.4
Helsinki,,Finland,Europe,,,,,1203000,,1115685390,26.79%,,,,,,,,60.25,25.1
Jiaxing,Zhejiang,China,Asia,,,,,1201900,,1037475596,24.91%,,,,,,,,30.75,120.75
Zhenjiang,Jiangsu,China,Asia,,,,,1200400,,1040398644,24.98%,,,,,,,,32.16,119.45
Xining,Qinghai,China,Asia,,,,#DIV/0!,1198304,0,1119290690,26.88%,,,,,,,Yes,36.6,101.76
Tianshui,Gansu,China,Asia,,,,,1197174,,,,,,,,,,,34.6,105.4
Dhanbad,Jharkhand,India,Asia,,,,,1196214,,1121686168,26.94%,,,,,,,,23.8,86.45
Aurangabad,Maharashtra,India,Asia,,,,,1193167,,1122882382,26.96%,,,,,,,,19.88,75.32
Balıkesir,,Turkey,Asia,,,,,1189057,,1124075549,26.99%,,,,,,,,39.6,27.9
Amritsar,Punjab,India,Asia,,,,,1183549,,1125264606,27.02%,,,,,,,,31.64,74.86
Glasgow,,United Kingdom,Europe,,,,,1182000,,1126448155,27.05%,,,,,,,,55.85,-4.3333
Huazhou,Guangdong,China,Asia,,,,,1178873,,,,,,,,,,,21.6666666,110.6
Qujing,Yunnan,China,Asia,,,,,1171805,,1056100992,25.36%,,,,,,,,25.5,103.8
Dingzhou,,,,,,,,1165182,,,,,,,,,,,38.5,115
Samara,,Russia,Europe,,,,,1164685,,1131146015,27.16%,,,,,,,,53.2,50.1
Wuhu,Anhui,China,Asia,,,,,1162664,,,,,,,,,,,31.33333333,118.4
Naypyidaw (Nay Pyi Taw),Naypyidaw Union Territory,Burma,Asia,,,,,1160242,,1133473364,27.22%,,,,,,,,19.75,96.1
Dublin,,Ireland,Europe,,,,,1158000,,1134633606,27.25%,,,,,,,,53.3333,6.33333
Zhuji,Zhejiang,China,Asia,,,,,1157900,,1065766830,25.59%,,,,,,,,29.75,120.25
Xingtai,,,,,,,,1155199,,,,,,,,,,,37.06,114.5
Omsk,Omsk Oblast,Russia,Asia,,,,,1154116,,1138104705,27.33%,,,,,,,,55,73.4
Jingzhou,Hubei,China,Asia,,,,,1154086,,1071202044,25.72%,,,,,,,,30.3333333,112.25
Kazan,,Russia,Europe,,,,,1143535,,1140412907,27.39%,,,,,,,,55.8,49.1
Quetta,Balochistan,Pakistan,Asia,,,,,1140000,,1141556442,27.41%,,,,,,,,30.15,67
Shouguang,Shandong,China,Asia,,,,,1139400,,1076599666,25.85%,,,,,,,,36.8,118.75
Jodhpur,Rajasthan,India,Asia,,,,,1138300,,1143835842,27.47%,,,,,,,,26.28,73.02
Ulsan,none,South Korea,Asia,,,,,1136948,,1144974142,27.50%,,,,,,,,35.55,129.33
Yuzhou,Henan,China,Asia,,,,,1131819,,1081921476,25.98%,,,,,,,,28.4,111.8
Chelyabinsk,,Russia,Asia,,,,,1130132,,1147242909,27.55%,,,,,,,,55.15,61.4
Bazhong,Sichuan,China,Asia,,,,,1126790,,#REF!,#REF!,,,,,,,,31.9,106.75
Jerusalem,,Israel,Asia,,,,,1124300,,1149499831,27.60%,,,,,,,,31.8,35.2
Raipur,Chhattisgarh,India,Asia,,,,,1123558,,1150624131,27.63%,,,,,,,,21.25,81.63
Ranchi,Jharkhand,India,Asia,,,,,1120374,,1151747689,27.66%,,,,,,,,23.36,85.33
Gwalior,Madhya Pradesh,India,Asia,,,,,1117740,,1152868063,27.68%,,,,,,,,26.22,78.178
Zoucheng,Shandong,China,Asia,,,,,1116700,,1093479799,26.26%,,,,,,,,35.4,117
Jining,Shandong,China,Asia,,,,,1115300,,1095995096,26.32%,,,,,,,,35.5,116.6
Ahvaz,Khuzestan,Iran,Asia,,,,,1112021,,1156217803,27.77%,,,,,,,,31.2,48.66666
Kollam,Kerala,India,Asia,,,,,1110668,,1157329824,27.79%,,,,,,,,8.88,76.6
Ta'if,,Saudi Arabia,Asia,,,,,1109800,,1158440492,27.82%,,,,,,,,21.45,40.3333
Bien Hoa,,Vietnam,Asia,,,,,1104495,,1159550292,27.85%,,,,,,,,10.95,106.8
Jinzhou,Liaoning,China,Asia,,,,,1091799,,1103446157,26.50%,,,,,,,,41.1,121.1
Changwon,South Gyeongsang,South Korea,Asia,,,,,1091733,,1161746586,27.90%,,,,,,,,35.25,128.65
Van,,Turkey,Asia,,,,,1089542,,1162838319,27.92%,,,,,,,,38.5,43.4
Rostov-on-Don,,Russia,Europe,,,,,1089261,,1163927861,27.95%,,,,,,,,47.25,39.7
Kahramanmaraş,,Turkey,Asia,,,,,1089038,,1165017122,27.98%,,,,,,,,37.5,36.9
Guigang,Guangxi,China,Asia,,,,,1086327,,,,,,,,,,,23.1,109.6
Zhucheng,Shandong,China,Asia,,,,,1086200,,1112043346,26.70%,,,,,,,,36,119.4
Jinhua,Zhejiang,China,Asia,,,,,1077300,,1114473456,26.76%,,,,,,,,29.06,119.6
Hengyang,Hunan,China,Asia,,,,,1075516,,1116888390,26.82%,,,,,,,,26.9,112.6
Qom,Qom,Iran,Asia,,,,,1074036,,1170431503,28.11%,,,,,,,,34.6,50.9
Taixing,Jiangsu,China,Asia,,,,,1073921,,1120488994,26.91%,,,,,,,,32.17,120.05
Durg-Bhilainagar,Chhattisgarh,India,Asia,,,,,1064222,,1172579460,28.16%,,,,,,,,21.21,81.38
Zhangqiu,Shandong,China,Asia,,,,,1064200,,1124075549,26.99%,,,,,,,,36.666666,117.5
Ufa,,Russia,Europe,,,,,1062319,,1174707882,28.21%,,,,,,,,54.75,56
Yerevan,,Armenia,Asia,,,,,1060138,,1175770201,28.23%,,,,,,,,40.2,44.5
Chandigarh,Chandigarh,India,Asia,,,,,1055450,,1176830339,28.26%,,,,,,,,30.75,76.78
Zhuzhou,Hunan,China,Asia,,,,,1055373,,1129980833,27.14%,,,,,,,,27.86,113.15
Dushanbe,,Tajikistan,Asia,,,,,1051200,,1178941162,28.31%,,,,,,,,38.5,68.75
Haifa,,Israel,Asia,,,,,1050000,,1179992362,28.34%,,,,,,,,32.8,35
Lianyungang,Jiangsu,China,Asia,,,,,1049831,,1134633606,27.25%,,,,,,,,34.6,119.2
Aydın,,Turkey,Asia,,,,,1041579,,1182092193,28.39%,,,,,,,,37.85,27.85
Ezhou,Hubei,China,Asia,,,,,1035500,,1138104705,27.33%,,,,,,,,30.4,114.9
Pingdingshan,Henan,China,Asia,,,,,1033975,,1140412907,27.39%,,,,,,,,33.75,113.2
Ashgabat,,Turkmenistan,Asia,,,,,1031992,,1185203247,28.46%,,,,,,,,37.95,58.4
Qinhuangdao,Hebei,China,Asia,,,,,1029670,,,,,,,,,,,39.95,119.6
Linhai,Zhejiang,China,Asia,,,,,1028800,,1144974142,27.50%,,,,,,,,28.9,121.15
Tiruchirappalli,Tamil Nadu,India,Asia,,,,,1022518,,1188293709,28.54%,,,,,,,,10.8,78.7
Volgograd,,Russia,Europe,,,,,1021215,,1189316227,28.56%,,,,,,,,48.7,44.5
Lille,,France,Europe,,,,,1016000,,1190337442,28.58%,,,,,,,,50.6,3.05
Benxi,Liaoning,China,Asia,,,,,1011377,,1150624131,27.63%,,,,,,,,41.5,123.666666
Wuwei,Gansu,China,Asia,,,,,1010295,,,,,,,,,,,37.9,102.6
Da Nang,,Vietnam,Asia,,,,,1007700,,1193375114,28.66%,,,,,,,,16.06,108.25
Hezhou,Guangxi,China,Asia,,,,,1005500,,,,,,,,,,,24.4,111.6
Zaoyang,Hubei,China,Asia,,,,,1004741,,1156217803,27.77%,,,,,,,,32.1,112.9
Xiangcheng,Henan,China,Asia,,,,,1003626,,1158440492,27.82%,,,,,,,,33.5,114.9
Kathmandu,Bagmati Zone,Nepal,Asia,,,,,1003285,,1197396681,28.75%,,,,,,,,27.7,85.3
Kota,Rajasthan,India,Asia,,,,,1001694,,1198399966,28.78%,,,,,,,,25,76.15
Mosul,,Iraq,Asia,,,,,1000000,,1199401660,28.80%,,,,,,,,36.34,43.13
Dongying,Shandong,China,Asia,,,,,999000,,1163927861,27.95%,,,,,,,,37.45,118.6666667
Yueyang,Hunan,China,Asia,,,,,991465,,1166106160,28.00%,,,,,,,,29.33333333,113.1
Perm,,Russia,Europe,,,,,991162,,1202392125,28.87%,,,,,,,,58,56.3
Antwerpen,,Belgium,Europe,,,,,990000,,1203383287,28.90%,,,,,,,,51.25,4.4
Laiwu,Shandong,China,Asia,,,,,989500,,1170431503,28.11%,,,,,,,,36.2,117.6666667
Denizli,,Turkey,Asia,,,,,978700,,1205362787,28.95%,,,,,,,,37.75,29.1
Dammam,,Saudi Arabia,Asia,,,,,975800,,1206341487,28.97%,,,,,,,,26.4,50.1
Krasnoyarsk,,Russia,Asia,,,,,973826,,1207317287,28.99%,,,,,,,,56,93.1
Qidong,Jiangsu,China,Asia,,,,,972525,,1175770201,28.23%,,,,,,,,31.8,121.65
Nice,,France,Europe,,,,,962000,,1209263638,29.04%,,,,,,,,43.75,7.25
Danyang,Jiangsu,China,Asia,,,,,960418,,1178941162,28.31%,,,,,,,,32,119.6
Malaga,,Spain,Europe,,,,,953251,,1211186056,29.09%,,,,,,,,36.7,-4.4
Feicheng,Shandong,China,Asia,,,,,946600,,1182092193,28.39%,,,,,,,,,
Linfen,Shanxi,China,Asia,,,,,944050,,1184169272,28.44%,,,,,,,,,
Lodz,,Poland,Europe,,,,,939000,,1214029957,29.15%,,,,,,,,51.75,19.4
Kirkuk,Kirkuk,Iraq,Asia,,,,,938336,,1214968957,29.18%,,,,,,,,35.45,44.2
Bishkek,,Kyrgyzstan,Asia,,,,,937400,,1215907293,29.20%,,,,,,,,42.85,74.6
Xinyi,Jiangsu,China,Asia,,,,,920610,,1189316227,28.56%,,,,,,,,,
Weihai,Shandong,China,Asia,,,,,908200,,1191353442,28.61%,,,,,,,,,
Xinxiang,Henan,China,Asia,,,,,902731,,1193375114,28.66%,,,,,,,,35.3,113.9
Zaozhuang,Shandong,China,Asia,,,,,899700,,1195388314,28.71%,,,,,,,,,
Kaifeng,Henan,China,Asia,,,,,896057,,1197396681,28.75%,,,,,,,,34.75,114.3
Voronezh,,Russia,Europe,,,,,889680,,1221371991,29.33%,,,,,,,,51.66666,39.2
Toulouse,,France,Europe,,,,,880000,,1222261671,29.35%,,,,,,,,43.6,1.4
Jiaozuo,Henan,China,Asia,,,,,865356,,1201400660,28.85%,,,,,,,,,
Rizhao,Shandong,China,Asia,,,,,865032,,1203383287,28.90%,,,,,,,,,
Liverpool,,United Kingdom,Europe,,,,,864000,,1224872059,29.41%,,,,,,,,53.4,-3
South Hampshire,,United Kingdom,Europe,,,,,856000,,1225736059,29.43%,,,,,,,,50.8,-1.2
Genova,,Italy,Europe,,,,,855000,,1226592059,29.46%,,,,,,,,44.4,8.95
Kermanshah,Kermanshah,Iran,Asia,,,,,851405,,1227447059,29.48%,,,,,,,,34.3,47.05
Bordeaux,,France,Europe,,,,,845000,,1228298464,29.50%,,,,,,,,44.85,-0.5
Zhoushan,Zhejiang,China,Asia,,,,,843000,,1210225638,29.06%,,,,,,,,,
Thessaloniki,,Greece,Europe,,,,,840000,,1229986464,29.54%,,,,,,,,40.666,22.92
Saratov,,Russia,Europe,,,,,837900,,1230826464,29.56%,,,,,,,,51.5,46
Yibin,Sichuan,China,Asia,,,,,836383,,1214029957,29.15%,,,,,,,,,
Florence,,Italy,Europe,,,,,821000,,1232500747,29.60%,,,,,,,,43.8,11.25
Kashgar,,China,Asia,,,,,819095,,1216844693,29.22%,,,,,,,,,
Dandong,Liaoning,China,Asia,,,,,798364,,1218673503,29.27%,,,,,,,,,
Zagreb,,Croatia,Europe,,,,,793000,,1234939206,29.66%,,,,,,,,45.8,15.9
Panzhihua,Sichuan,China,Asia,,,,,787177,,1221371991,29.33%,,,,,,,,,
Newcastle upon Tyne,,United Kingdom,Europe,,,,,780000,,1236519383,29.69%,,,,,,,,55,-1.5
Huludao,Liaoning,China,Asia,,,,,777682,,1224007027,29.39%,,,,,,,,,
Gdansk,,Poland,Europe,,,,,775000,,1238077065,29.73%,,,,,,,,54.4,18.6
Hamhung,,North Korea,Asia,,,,,768551,,1238852065,29.75%,,,,,,,,39.9,127.5
Vientiane,,Laos,Asia,,,,,760000,,1239620616,29.77%,,,,,,,,17.95,102.6
Krakow,,Poland,Europe,,,,,760000,,1240380616,29.79%,,,,,,,,50.1,19.9
Shaoyang,Hunan,China,Asia,,,,,753194,,1229143464,29.52%,,,,,,,,27.25,111.3
Bilbao,,Spain,Europe,,,,,750000,,1241893810,29.82%,,,,,,,,43.25,-3
Riga,,Latvia,Europe,,,,,750000,,1242643810,29.84%,,,,,,,,57,24.1
Najaf,Najaf,Iraq,Asia,,,,,746180,,1243393810,29.86%,,,,,,,,32,44.33
Krasnodar,,Russia,Europe,,,,,744995,,1244139990,29.88%,,,,,,,,45,38.95
Palermo,,Italy,Europe,,,,,731000,,1244884985,29.89%,,,,,,,,38.1,13.25
Nottingham,,United Kingdom,Europe,,,,,730000,,1245615985,29.91%,,,,,,,,52.95,-1.25
Tolyatti,,Russia,Europe,,,,,719632,,1246345985,29.93%,,,,,,,,53.5,49.5
Sharjah,,United Arab Emirates,Asia,,,,,719100,,1247065617,29.95%,,,,,,,,25.35,55.4
Binzhou,Shandong,China,Asia,,,,,709700,,1237299383,29.71%,,,,,,,,,
Fuxin,Liaoning,China,Asia,,,,,686848,,1238852065,29.75%,,,,,,,,,
Dezhou,Shandong,China,Asia,,,,,679600,,1240380616,29.79%,,,,,,,,,
Orumieh,West Azerbaijan,Iran,Asia,,,,,667499,,1249860865,30.01%,,,,,,,,37.5,45.06
Tieling,Liaoning,China,Asia,,,,,666755,,1242643810,29.84%,,,,,,,,,
Cheongju,North Chungcheong,South Korea,Asia,,,,,662852,,1251195119,30.05%,,,,,,,,36.6,127.5
Buraidah,,Saudi Arabia,Asia,,,,,658600,,1251857971,30.06%,,,,,,,,26.33333,43.95
Puyang,Henan,China,Asia,,,,,655631,,1245615985,29.91%,,,,,,,,,
Homs,,Syria,Asia,,,,,652609,,1253172202,30.09%,,,,,,,,34.75,36.7
Sulaymaniyah,Sulaymaniyah,Iraq,Asia,,,,,651173,,1253824811,30.11%,,,,,,,,35.55,45.45
Macau/Macao,Macao,China,Asia,,411,,0,650900,0,1254475984,30.12%,,,,,,,Yes,22.16,113.5
Al Ain,,United Arab Emirates,Asia,,,,,650000,,1255126884,30.14%,,,,,,,,24.2,55.75
Jeonju,North Jeolla,South Korea,Asia,,,,,647504,,1255776884,30.16%,,,,,,,,35.8,127.15
Rasht,Gilan,Iran,Asia,,,,,639951,,1256424388,30.17%,,,,,,,,37.25,49.55
Khobar,,Saudi Arabia,Asia,,,,,626000,,1257064339,30.19%,,,,,,,,26.3,50.2
Al Hudaydah,,Yemen,Asia,,,,,617871,,1257690339,30.20%,,,,,,,,14.8,42.95
Jingjiang,Jiangsu,China,Asia,,,,,617277,,1252516571,30.08%,,,,,,,,,
Barnaul,Altai Krai,Russia,Asia,,,,,612401,,1258925487,30.23%,,,,,,,,53.5,83.75
Tabuk,,Saudi Arabia,Asia,,,,,609000,,1259537888,30.25%,,,,,,,,28.4,36.55
Jiujiang,Jiangxi,China,Asia,,,,,592381,,1255126884,30.14%,,,,,,,,,
Vladivostok,Primorsky Krai,Russia,Asia,,,,,592034,,1260739269,30.28%,,,,,,,,43.1,131.9
Irkutsk,Irkutsk Oblast,Russia,Asia,,,,,587891,,1261331303,30.29%,,,,,,,,52.25,104.25
Khabarovsk,Khabarovsk Krai,Russia,Asia,,,,,577441,,1261919194,30.30%,,,,,,,,48.45,135.1
Cheonan,South Chungcheong,South Korea,Asia,,,,,574148,,1262496635,30.32%,,,,,,,,36.816667,127.1666667
Zahedan,Sistan and Baluchestan,Iran,Asia,,,,,560725,,1263070783,30.33%,,,,,,,,29.5,60.85
Al Hillah,Babil,Iraq,Asia,,,,,559834,,1263631508,30.34%,,,,,,,,32.5,44.5
Lhasa,Tibet,China,Asia,,,,#DIV/0!,559423,0,1264191342,30.36%,,,,,,,Yes,29.65,91.15
Kemerovo,Kemerovo Oblast,Russia,Asia,,,,,549159,,1264750765,30.37%,,,,,,,,55.3,86.06
Amarah,,Iraq,Asia,,,,,541034,,1265299924,30.38%,,,,,,,,31.85,47.15
Nasiriyah,,Iraq,Asia,,,,,537544,,1265840958,30.40%,,,,,,,,31.05,46.25
Aksu,Xinjiang,China,Asia,,,,,535657,,#REF!,#REF!,,,,,,,,,
Kerman,Kerman,Iran,Asia,,,,,534441,,1266914159,30.42%,,,,,,,,30.3,57.1
Arak,Markazi,Iran,Asia,,,,,526182,,1267448600,30.44%,,,,,,,,34.1,49.7
Hamedan,Hamadan,Iran,Asia,,,,,525794,,1267974782,30.45%,,,,,,,,34.8,48.5
Tomsk,Tomsk Oblast,Russia,Asia,,,,,524669,,1268500576,30.46%,,,,,,,,56.5,85
Pohang,North Gyeongsang,South Korea,Asia,,,,,517322,,1269025245,30.47%,,,,,,,,36,129.33333
Karbala,,Iraq,Asia,,,,,514356,,1269542567,30.49%,,,,,,,,32.6,44.06
Gimhae,South Gyeongsang,South Korea,Asia,,,,,507726,,1270056923,30.50%,,,,,,,,35.25,128.9
Zhoukou,Henan,China,Asia,,,,,505139,,1267974782,30.45%,,,,,,,,33.6,114.6666667
Kandahar,,Afghanistan,Asia,,,,,491500,,1271069788,30.52%,,,,,,,,31.6,65.7
Bago,Bago Region,Burma,Asia,,,,,491434,,1271561288,30.54%,,,,,,,,17.3333,96.5
Malacca City,Malacca,Malaysia,Asia,,,,,484885,,1272537607,30.56%,,,,,,,,2.2,102.25
Lishui,Zhejiang,China,Asia,,,,,451400,,1270564649,30.51%,,,,,,,,,
Kut,,Iraq,Asia,,,,,436673,,1272989007,30.57%,,,,,,,,32.5,45.8
Yazd,Yazd,Iran,Asia,,,,,432194,,1273425680,30.58%,,,,,,,,31.9,54.4
Kuantan,Pahang,Malaysia,Asia,,,,,427515,,1274285389,30.60%,,,,,,,,3.8,103.33333
Al Diwaniyah,,Iraq,Asia,,,,,421571,,1274285389,30.60%,,,,,,,,32,44.9
Ramadi,,Iraq,Asia,,,,,419053,,1274706960,30.61%,,,,,,,,33.4,43.3
Gumi,North Gyeongsang,South Korea,Asia,,,,,413893,,1275126013,30.62%,,,,,,,,36.119469,128.344381
Latakia,,Syria,Asia,,,,,383786,,1275539906,30.63%,,,,,,,,35.5,35.8
Taunggyi,Shan State,Burma,Asia,,,,,381639,,1275923692,30.64%,,,,,,,,20.8,97.05
Monywa,Sagaing Region,Burma,Asia,,,,,372095,,1276305331,30.65%,,,,,,,,22.1,95.1
Jinju,South Gyeongsang,South Korea,Asia,,,,,336310,,1276677426,30.66%,,,,,,,,35.2,128.1
Chita,Zabaykalsky Krai,Russia,Asia,,,,,324444,,1277013736,30.67%,,,,,,,,52.05,113.45
Wonju,Gangwon,South Korea,Asia,,,,,321146,,1277338180,30.67%,,,,,,,,37.3,127.9
Fallujah,,Iraq,Asia,,,,,321106,,1277659326,30.68%,,,,,,,,33.33,43.8
Hama,,Syria,Asia,,,,,312994,,1277980432,30.69%,,,,,,,,35.15,36.75
Meiktila,Mandalay Region,Burma,Asia,,,,,309663,,1278293426,30.70%,,,,,,,,,
Iksan,North Jeolla,South Korea,Asia,,,,,308458,,1278603089,30.70%,,,,,,,,35.9,129.95
Yeosu,South Jeolla,South Korea,Asia,,,,,292627,,1278911547,30.71%,,,,,,,,34.75,127.75
Mawlamyine,Mon State,Burma,Asia,,,,,289388,,1279204174,30.72%,,,,,,,,,
Pathein,Ayeyarwady Region,Burma,Asia,,,,,287071,,1279493562,30.73%,,,,,,,,,
Mergui,Tanintharyi Region,Burma,Asia,,,,,284489,,1279780633,30.73%,,,,,,,,,
Gunsan,North Jeolla,South Korea,Asia,,,,,276538,,1280065122,30.74%,,,,,,,,36,126.75
Asan,South Chungcheong,South Korea,Asia,,,,,275350,,1280341660,30.75%,,,,,,,,36.8,127
Chuncheon,Gangwon,South Korea,Asia,,,,,273130,,1280617010,30.75%,,,,,,,,,
Suncheon,South Jeolla,South Korea,Asia,,,,,272274,,1280890140,30.76%,,,,,,,,,
Yakutsk,Sakha,Russia,Asia,,,,,269601,,1281162414,30.77%,,,,,,,,62,129.7
Yangsan,South Gyeongsang,South Korea,Asia,,,,,267108,,1281432015,30.77%,,,,,,,,,
Gyeongju,North Gyeongsang,South Korea,Asia,,,,,265028,,1281699123,30.78%,,,,,,,,,
Komsomolsk-on-Amur,,Russia,Asia,,,,,263906,,1281964151,30.78%,,,,,,,,50.5,136.95
Karamay,Xinjiang,China,Asia,,,,,261445,,1281699123,30.78%,,,,,,,,,
Pyay,Bago Region,Burma,Asia,,,,,251643,,1282489502,30.80%,,,,,,,,,
Mokpo,South Jeolla,South Korea,Asia,,,,,244256,,1282741145,30.80%,,,,,,,,,
Gyeongsan,North Gyeongsang,South Korea,Asia,,,,,243746,,1282985401,30.81%,,,,,,,,,
Geoje,South Gyeongsang,South Korea,Asia,,,,,232891,,1283229147,30.82%,,,,,,,,,
Tripoli,,Lebanon,Asia,,,,,227857,,1283462038,30.82%,,,,,,,,34.4,35.9
Gangneung,Gangwon,South Korea,Asia,,,,,217494,,1283689895,30.83%,,,,,,,,,
Blagoveshchensk,Amur Oblast,Russia,Asia,,,,,214309,,1283907389,30.83%,,,,,,,,50.25,127.5
Chungju,North Chungcheong,South Korea,Asia,,,,,208266,,1284121698,30.84%,,,,,,,,36.95,127.95
Altay,Xinjiang,China,Asia,,,,,190064,,1284121698,30.84%,,,,,,,,,
Tikrit,,Iraq,Asia,,,,,182464,,1284520028,30.85%,,,,,,,,34.6,43.7
Petropavlovsk-Kamchtasky,Kamchatka,Russia,Asia,,,,,181728,,1284702492,30.85%,,,,,,,,53,158.6
Andong,North Gyeongsang,South Korea,Asia,,,,,168009,,1284884220,30.86%,,,,,,,,,
Seosan,South Chungcheong,South Korea,Asia,,,,,161610,,1285052229,30.86%,,,,,,,,,
Ussuriysk,,Russia,Asia,,,,,158004,,1285213839,30.86%,,,,,,,,43.8,132
Lijiang,Yunnan,China,Asia,,,,,155540,,1285371843,30.87%,,,,,,,,,
Dangjin,South Chungcheong,South Korea,Asia,,,,,151013,,1285527383,30.87%,,,,,,,,,
Gwangyang,South Jeolla,South Korea,Asia,,,,,150565,,1285678396,30.87%,,,,,,,,,
Nakhodka,,Russia,Asia,,,,,148826,,1285828961,30.88%,,,,,,,,42.85,132.9
Sittwe,Rakhine State,Burma,Asia,,,,,147899,,1285977787,30.88%,,,,,,,,,
Tongyeong,South Gyeongsang,South Korea,Asia,,,,,140140,,1286125686,30.88%,,,,,,,,,
Jecheon,North Chungcheong,South Korea,Asia,,,,,137317,,1286265826,30.89%,,,,,,,,37.1,128.25
Gimcheon,North Gyeongsang,South Korea,Asia,,,,,135421,,1286403143,30.89%,,,,,,,,,
Nonsan,South Chungcheong,South Korea,Asia,,,,,127056,,1286538564,30.89%,,,,,,,,,
Gongju,South Chungcheong,South Korea,Asia,,,,,124359,,1286665620,30.90%,,,,,,,,,
Sejong,none,South Korea,Asia,,,,,122263,,1286789979,30.90%,,,,,,,,,
Jeongeup,North Jeolla,South Korea,Asia,,,,,120114,,1286912242,30.90%,,,,,,,,,
Sacheon,South Gyeongsang,South Korea,Asia,,,,,114654,,1287032356,30.91%,,,,,,,,,
Yeongju,North Gyeongsang,South Korea,Asia,,,,,114446,,1287147010,30.91%,,,,,,,,,
Miryang,South Gyeongsang,South Korea,Asia,,,,,109087,,1287261456,30.91%,,,,,,,,,
Boryeong,South Chungcheong,South Korea,Asia,,,,,106106,,1287370543,30.91%,,,,,,,,,
Sangju,North Gyeongsang,South Korea,Asia,,,,,104652,,1287476649,30.92%,,,,,,,,,
Yeongcheon,North Gyeongsang,South Korea,Asia,,,,,103174,,1287581301,30.92%,,,,,,,,,
Artyom,,Russia,Asia,,,,,102603,,1287684475,30.92%,,,,,,,,43.3333,132.15
Magadan,Magadan,Russia,Asia,,,,,95982,,1287787078,30.92%,,,,,,,,59.5,150.8
Donghae,Gangwon,South Korea,Asia,,,,,94617,,1287883060,30.93%,,,,,,,,,
Gimje,North Jeolla,South Korea,Asia,,,,,92911,,1287977677,30.93%,,,,,,,,,
Sokcho,Gangwon,South Korea,Asia,,,,,88723,,1288070588,30.93%,,,,,,,,,
Naju,South Jeolla,South Korea,Asia,,,,,88094,,1288159311,30.93%,,,,,,,,,
Namwon,North Jeolla,South Korea,Asia,,,,,87367,,1288247405,30.94%,,,,,,,,,
Mungyeong,North Gyeongsang,South Korea,Asia,,,,,76045,,1288334772,30.94%,,,,,,,,,
Birobidzhan,,Russia,Asia,,,,,75413,,1288410817,30.94%,,,,,,,,48.8,132.9
Samcheok,Gangwon,South Korea,Asia,,,,,71825,,1288486230,30.94%,,,,,,,,,
Taebaek,Gangwon,South Korea,Asia,,,,,49837,,1288558055,30.94%,,,,,,,,,
Gyeryong,South Chungcheong,South Korea,Asia,,,,,42427,,1288607892,30.94%,,,,,,,,,
